activity,Alabama,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming
"straighten my hair for",0,0,0,3,0,1,0,0,1,0,0,0,1,0,1,2,0,0,3,0,2,0,0,0,0,0,0,0,3,0,2,3,0,1,2,0,1,0,1,0,0,2,0,0,1,0,0,0,0
"straighten my hair for me",1,0,0,0,0,1,0,0,4,1,0,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,1,0,1,0,0,2,0,0,0,0,1,0,0,1,0,1,1,0
"straighten my hair for tomorrow",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0
"straighten my hair or",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"straighten my hair today",0,0,0,7,0,1,0,0,1,1,0,0,1,0,0,0,2,0,1,1,1,1,0,1,0,0,0,0,2,0,1,0,0,2,1,0,0,0,0,0,0,3,0,0,2,0,0,0,0
"straighten my hair tomorrow",0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0
"straighten my hair tonight",0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"straighten or curl my hair",0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,3,0,0,0,1,0,1,0
"straighten up my room",1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"straightened my hair",1,2,2,5,1,2,2,0,7,5,0,5,1,1,0,2,0,0,3,1,6,2,2,2,0,1,1,0,9,2,1,4,0,6,1,0,6,0,2,0,0,6,1,0,10,1,1,0,0
"straightened my hair for the first",0,0,1,3,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,2,0,0,1,0
"straightened my hair in",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"straightened my hair today",1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,2,0,0,1,1,0,0,0
"straightening my hair",5,1,3,22,1,8,1,0,12,16,0,9,5,2,2,5,6,0,5,12,14,0,3,4,0,3,2,3,17,1,15,10,0,9,1,3,14,4,4,1,1,21,0,1,11,3,8,1,0
"straightening my hair for the first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0
"straightening my hair today",0,0,0,1,0,2,0,0,1,1,0,1,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2,0,2,3,0,0,0,1,0,0,0
"straightin my hair",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"straighting my hair",0,0,0,1,0,0,0,0,0,0,0,3,1,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0
"strawberry picking",0,0,0,5,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
"stress eating",0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,1,3,0,0,1,0,0,1,0,0,0,1,2,0,0,1,0,1,1,0
"stretching",13,7,5,53,4,7,2,2,28,27,0,26,12,4,7,5,12,0,10,7,14,9,5,7,0,2,5,1,17,2,30,21,0,14,3,7,24,1,2,0,6,49,3,1,12,5,3,5,0
"stretching before",0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"stretching for",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"stretching in the morning",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"stretching lol",0,1,0,2,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0
"stretching more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"stretching my legs",0,0,0,2,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"stretching out",1,2,0,0,0,1,0,0,1,1,0,2,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,2,1,0,0,1,1,0,0,0,0,1,1,0
"stuck babysitting",1,1,0,4,0,0,0,0,4,4,0,3,0,0,0,2,0,0,0,1,2,0,1,0,0,0,1,0,2,0,4,1,0,5,0,2,0,0,0,1,0,6,0,0,1,2,0,0,0
"stuck cleaning",0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"stuck sitting",0,0,0,1,0,1,1,0,2,0,0,2,1,0,0,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,2,0,0,2,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0
"stuck walking",0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"studying and reading",0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"stuff packed",0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"successful day of shopping",1,1,0,1,3,1,0,0,4,0,0,1,5,2,2,1,0,0,1,0,2,1,2,1,0,0,0,0,0,1,4,1,0,1,1,1,1,1,0,0,0,3,0,0,2,2,1,3,0
"successful day shopping",1,0,0,0,1,1,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,1,0
"successful run",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"successful shopping",1,1,0,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,2,0,1,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0
"successful shopping day",0,0,1,3,0,0,0,0,4,4,0,1,3,1,0,0,4,0,1,2,0,2,0,3,0,1,0,0,2,0,6,2,0,3,0,1,1,0,3,0,0,8,0,0,1,1,0,1,0
"successful shopping trip",1,0,0,4,0,0,0,0,2,1,0,0,1,1,0,4,1,0,2,1,1,1,0,2,0,0,0,0,1,0,2,4,0,4,1,0,3,1,1,0,1,4,0,0,0,1,0,0,0
"successfully watched",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"sudden urge to watch the",0,0,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"suit shopping",0,0,0,1,0,1,0,0,2,2,0,2,0,0,1,1,0,0,1,2,1,0,0,0,0,0,0,0,2,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0
"suitcase is packed",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"suitcase packed",0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sum basketball",0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sum shopping",0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"sum ta eat",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0
"sumin to eat",0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
"summer cleaning",0,0,0,2,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0
"summer reading",11,2,2,19,2,5,6,1,17,15,0,8,2,1,0,8,7,2,15,46,11,1,2,2,0,0,0,4,30,1,22,16,0,30,3,0,34,11,13,0,8,26,1,1,11,2,3,0,0
"summer reading assignment",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"summer reading book",0,0,0,3,0,0,2,0,3,1,0,5,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,2,0,0,4,0,0,3,2,1,0,1,3,0,0,0,2,0,0,0
"summer reading book is",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"summer reading books",1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,2,0,0,0,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0
"summer reading list",0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"summer reading program",0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"summer reading project",0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"summer reading shit",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"summer reading test",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"summer shopping",1,0,0,4,0,1,1,0,0,0,1,2,1,0,0,0,0,0,0,0,2,0,1,2,0,0,1,1,3,0,2,2,0,1,0,0,2,0,1,0,0,3,0,0,0,1,0,1,1
"summerdance",0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sumn to eat",2,0,1,0,0,1,0,1,4,3,0,4,0,0,0,1,2,0,0,0,1,0,5,4,0,0,0,0,0,0,1,1,0,2,0,0,2,0,4,0,0,9,0,0,1,0,0,3,0
"sump to eat",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"sumthin to eat",1,0,0,1,0,0,1,1,4,3,0,2,0,0,0,2,7,0,2,0,2,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,4,0,5,0,1,8,0,0,3,0,0,0,0
"sumthing to eat",1,0,5,0,0,0,0,0,3,1,0,3,0,0,0,1,2,0,2,0,0,0,1,0,0,0,0,0,1,0,0,2,0,2,0,0,5,0,2,0,0,0,0,0,1,0,0,0,0
"sumthn to eat",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,2,0,0,1,0,0,2,0,0,0,0
"sumtin to eat",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
"sunday cleaning",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"sunday evening hike",0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sunday hike",0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
"sunday reading",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0
"sunday shopping",0,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,2,2,0,3,0,0,1,0,0,0,1,2,0,0,1,1,0,0,0
"sunset hike",0,1,0,2,1,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"supply shopping",0,1,2,5,1,1,1,1,4,5,0,5,3,0,2,2,1,0,2,0,0,4,0,0,1,0,0,0,2,0,2,1,0,2,1,0,1,0,0,0,1,4,0,0,3,1,0,2,0
"surf and",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"surf lesson",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"surf tomorrow",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"surf trip",0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"surfin",0,0,0,9,1,0,0,0,1,4,0,1,1,0,2,4,0,0,0,2,0,1,0,0,0,0,2,0,3,0,4,6,0,1,0,0,1,0,3,0,0,2,0,0,0,0,0,2,0
"surfing again",0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"surfing day",0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"surfing today",0,0,0,6,0,0,0,0,2,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"surfing tomorrow",0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"surprise dance",0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"swag dance",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sweater shopping",0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0
"sweep and mop",0,1,0,6,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"sweep and mop",0,1,0,6,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"sweep the floor",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sweeping and mopping",1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"sweeping and mopping",1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"swept and mopped",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0
"swept and mopped",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0
"swim again",0,1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"swim and",0,1,0,7,1,0,0,0,4,3,0,0,1,0,0,1,1,0,0,2,2,0,0,0,0,0,1,0,0,0,0,3,0,2,1,0,0,1,0,0,1,5,0,1,1,0,0,0,0
"swim center",0,0,0,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4,0,0,0,0,0,0,2,0,0,0
"swim class",0,0,0,9,0,1,0,1,1,2,0,2,1,0,1,1,1,1,0,0,6,1,0,0,0,0,1,0,1,0,5,2,0,3,0,0,0,0,0,0,0,5,0,0,0,1,0,4,0
"swim everyday",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"swim in the ocean",0,0,0,4,0,0,0,0,1,1,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,4,0,0,4,1,1,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0
"swim in the pool",1,0,0,2,0,0,0,0,5,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,4,0,0,0,0,0,0,0,3,0,0,2,0,1,0,0
"swim in the rain",0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"swim later",1,0,0,3,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,2,0,0,0,1,0,1,0
"swim lesson",0,0,0,6,2,0,0,0,0,0,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,2,1,0,0,0,2,0,0,1,0,0,1,0
"swim lessons",2,2,1,14,5,0,1,0,5,3,2,8,3,0,3,1,0,0,0,3,6,0,1,4,0,1,1,1,7,0,2,3,0,5,0,6,5,2,2,0,0,8,1,0,6,1,1,4,0
"swim now",0,0,0,3,0,1,0,0,2,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,2,1,1,2,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0
"swim party",0,1,2,1,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0
"swim practice",1,1,1,20,1,1,1,2,10,3,0,7,4,8,2,1,2,1,11,4,5,0,0,1,0,1,0,1,5,1,12,5,0,10,1,0,15,1,3,0,4,12,0,0,8,2,1,1,0
"swim practice at",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"swim practice tomorrow",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0
"swim right now",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,1,0,0,0,0,0,0
"swim soon",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"swim time",3,5,0,25,1,1,0,0,14,3,1,3,1,0,0,3,1,0,5,4,2,0,0,3,0,0,2,0,2,1,5,1,0,5,0,5,4,0,0,0,1,14,1,0,1,1,0,3,0
"swim today",0,1,1,11,0,1,0,0,3,3,0,1,2,0,2,2,2,1,2,0,3,0,2,1,0,0,1,0,5,1,2,1,0,8,0,1,0,0,1,0,2,7,1,0,0,1,1,2,0
"swim tomorrow",1,0,0,3,0,1,0,0,0,0,0,0,1,0,0,2,0,0,1,1,2,0,0,0,0,0,0,0,4,0,0,0,0,2,1,0,1,0,0,0,0,3,0,0,0,1,0,0,0
"swim tonight",0,1,1,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,2,1,0,1,1,0,0,1,0,1,0,2,0,0,0,0
"swim w",0,0,0,2,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
"swim with me",1,1,0,3,0,1,0,0,1,0,0,2,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,2,6,0,0,2,0,0,0,0
"swim with the",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"swim with us",0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"swim workout",0,0,0,2,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"swiming",0,0,0,5,0,0,0,0,2,1,1,0,0,0,1,0,1,0,0,1,2,0,0,1,0,0,1,0,1,0,0,2,0,0,0,0,1,0,1,0,1,6,0,0,1,0,0,0,0
"swimmimg",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"swimmin",7,1,1,10,1,0,2,0,9,15,1,8,9,2,0,2,6,0,6,6,5,1,2,2,0,1,1,1,2,0,3,9,0,14,2,0,7,0,7,0,8,22,0,0,4,0,2,2,0
"swimmin today",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"swimmin tomorrow",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"swimmin with",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0
"swimming",110,108,38,450,39,71,34,13,223,178,8,136,123,42,42,73,138,3,99,92,180,71,47,83,2,31,62,12,115,23,158,131,2,266,47,26,244,20,74,7,110,502,39,5,94,48,30,52,5
